Feature 1,Feature 2,Absolute Pearson Correlation
Fwd Packet Length Mean,Flow Packets/s,0.042326242561099285
Fwd IAT Mean,Active Min,0.042311122268809814
Bwd IAT Mean,Fwd PSH Flags,0.0421750316341286
Bwd IAT Mean,SYN Flag Count,0.0421750316341286
Bwd IAT Mean,Min Packet Length,0.04192538928430913
Fwd Packet Length Min,Fwd IAT Min,0.04190297900689283
Bwd IAT Max,Down/Up Ratio,0.04173281721118903
Bwd IAT Min,URG Flag Count,0.041709283642747993
FIN Flag Count,SYN Flag Count,0.04149368192772627
Fwd PSH Flags,FIN Flag Count,0.04149368192772626
URG Flag Count,Active Max,0.04136924118378337
Fwd IAT Std,Fwd IAT Min,0.0412799401983231
Destination Port,Active Mean,0.041193882955110145
Total Backward Packets,Active Min,0.04117749369703982
Subflow Bwd Packets,Active Min,0.04117749369703982
Subflow Fwd Packets,Active Min,0.04117693876628204
Total Fwd Packets,Active Min,0.04117693876628204
Flow Bytes/s,Down/Up Ratio,0.04103895835235572
Max Packet Length,Active Std,0.04054785569926929
Bwd IAT Min,ACK Flag Count,0.04032794465756782
Bwd IAT Max,Subflow Fwd Bytes,0.04030911235159193
Total Length of Fwd Packets,Bwd IAT Max,0.040256079443799504
Fwd IAT Mean,Active Mean,0.04018271400380402
Fwd IAT Mean,Init_Win_bytes_backward,0.03992978905665719
Bwd IAT Max,URG Flag Count,0.03986888759748732
Total Fwd Packets,Active Mean,0.03981173895318416
Subflow Fwd Packets,Active Mean,0.03981173895318416
Bwd IAT Mean,Packet Length Std,0.03960405162816189
Fwd IAT Min,Packet Length Variance,0.0395787536429342
Fwd IAT Mean,Init_Win_bytes_forward,0.03944338109563736
Bwd Packet Length Min,Avg Fwd Segment Size,0.03941876405018379
Fwd Packet Length Mean,Bwd Packet Length Min,0.03941876405018379
Fwd Packet Length Min,Bwd IAT Min,0.03928316389231154
Fwd Packet Length Min,Average Packet Size,0.039178534951589995
Total Length of Bwd Packets,Active Min,0.03899982195462472
Subflow Bwd Bytes,Active Min,0.03899617725744207
Bwd IAT Min,Packet Length Variance,0.038972149982063796
Subflow Bwd Packets,Active Mean,0.03884374414851962
Total Backward Packets,Active Mean,0.03884374414851962
Down/Up Ratio,Init_Win_bytes_backward,0.03877573379173973
Destination Port,FIN Flag Count,0.03828894374219819
URG Flag Count,Active Std,0.03750375098322203
Flow Packets/s,Active Max,0.03715000182196491
Active Min,Idle Std,0.03688496706827021
Bwd IAT Mean,Bwd Packets/s,0.036781276964704145
Fwd Packet Length Std,Flow Packets/s,0.03651892105561724
Bwd Packet Length Mean,ACK Flag Count,0.0364799155442254
ACK Flag Count,Avg Bwd Segment Size,0.036479915544225396
Packet Length Variance,Active Mean,0.036302135115090485
Fwd Packet Length Max,Flow Bytes/s,0.03616106185283419
Fwd Packet Length Std,URG Flag Count,0.03608553963815818
Fwd Packet Length Min,Active Mean,0.03603756955499639
Fwd IAT Total,Init_Win_bytes_backward,0.035961470043727156
Total Length of Bwd Packets,Active Mean,0.03587431136320366
Subflow Bwd Bytes,Active Mean,0.03587115047738806
Bwd Packet Length Max,Bwd IAT Mean,0.03560964593185548
Fwd Packets/s,Avg Fwd Segment Size,0.03546101770058512
Fwd Packet Length Mean,Fwd Packets/s,0.03546101770058512
Flow Duration,Init_Win_bytes_backward,0.03536840947907706
Fwd IAT Total,ACK Flag Count,0.035167607799806704
Bwd IAT Std,Init_Win_bytes_backward,0.03510674350505301
Fwd Packet Length Min,Bwd IAT Max,0.03502222950996569
Bwd IAT Std,Subflow Fwd Bytes,0.034978138744764624
Total Length of Fwd Packets,Bwd IAT Std,0.03493062165210229
Down/Up Ratio,Active Std,0.0347707178992684
Packet Length Mean,Down/Up Ratio,0.034464511227463274
Bwd Packet Length Max,Active Std,0.03440062470890627
Flow IAT Mean,Init_Win_bytes_backward,0.03439177759015066
Flow IAT Min,PSH Flag Count,0.03432889213185032
Down/Up Ratio,Active Mean,0.033934032939096664
Bwd IAT Mean,Init_Win_bytes_backward,0.03376994959195337
Packet Length Variance,Subflow Fwd Bytes,0.033754460507421764
Total Length of Fwd Packets,Packet Length Variance,0.033708736699436054
Fwd Packets/s,Active Max,0.03369571065195711
Fwd IAT Mean,ACK Flag Count,0.03344740045881235
Bwd IAT Mean,Packet Length Mean,0.033400424256364664
FIN Flag Count,Init_Win_bytes_backward,0.0331536223800474
Fwd Packet Length Min,Active Std,0.03307094908070689
Flow Duration,ACK Flag Count,0.03270402884043472
Active Std,Active Min,0.03251317046652917
SYN Flag Count,Idle Min,0.03250667668629724
Fwd PSH Flags,Idle Min,0.03250667668629724
Flow Bytes/s,PSH Flag Count,0.03231869150915413
Fwd Packet Length Min,Idle Std,0.03224617069506325
Fwd Packets/s,Init_Win_bytes_backward,0.03210865567525653
Active Std,Idle Mean,0.03194600035825484
Bwd IAT Mean,Average Packet Size,0.031336067094682396
act_data_pkt_fwd,Active Min,0.03131441100424005
Fwd IAT Mean,Active Max,0.03131386811357158
Fwd Packet Length Mean,Down/Up Ratio,0.0312836466622215
Down/Up Ratio,Avg Fwd Segment Size,0.0312836466622215
Flow Packets/s,Active Mean,0.03126571470593535
Subflow Fwd Bytes,Init_Win_bytes_forward,0.030572161613997107
Total Length of Fwd Packets,Init_Win_bytes_forward,0.03053031309097053
Total Fwd Packets,Active Max,0.030305201860739872
Subflow Fwd Packets,Active Max,0.030305201860739872
Flow IAT Min,Avg Bwd Segment Size,0.030048529270137132
Bwd Packet Length Mean,Flow IAT Min,0.030048529270137132
Flow IAT Min,Packet Length Mean,0.02999577243766341
Fwd Packet Length Max,Fwd IAT Min,0.029973885284143603
act_data_pkt_fwd,Active Mean,0.029875664839862082
Fwd Packet Length Std,Fwd Packets/s,0.02976972106012603
Fwd IAT Min,SYN Flag Count,0.029665829036954618
Fwd IAT Min,Fwd PSH Flags,0.029665829036954618
Fwd PSH Flags,Idle Mean,0.02963548472820287
SYN Flag Count,Idle Mean,0.02963548472820287
Fwd IAT Min,Init_Win_bytes_backward,0.029558718700815306
Bwd IAT Min,Down/Up Ratio,0.029550313814414902
Bwd Packet Length Std,Bwd IAT Mean,0.029527130976744406
Flow Packets/s,Fwd IAT Min,0.029389953990548685
Flow IAT Min,Average Packet Size,0.02934538429907345
Fwd Packet Length Std,Fwd IAT Min,0.02919636542033725
Destination Port,Down/Up Ratio,0.02904049257866761
Fwd Packets/s,URG Flag Count,0.028949839240919335
Flow Packets/s,Bwd IAT Min,0.028946102257724017
Bwd Packet Length Min,Flow IAT Min,0.028822499432694076
Flow IAT Min,Idle Min,0.02874543703984991
PSH Flag Count,Idle Std,0.028713658171779063
Fwd Packet Length Max,Bwd IAT Min,0.028599485867421906
Total Backward Packets,Active Max,0.028454203943840347
Subflow Bwd Packets,Active Max,0.028454203943840347
Min Packet Length,Subflow Fwd Bytes,0.028395606099686978
Fwd Packets/s,Active Mean,0.02835923574102518
Total Length of Fwd Packets,Min Packet Length,0.028357906726906378
Flow IAT Min,Packet Length Std,0.02822739724475312
Fwd Packet Length Std,Bwd IAT Min,0.028035105963682548
Fwd IAT Std,Active Std,0.028011348837029066
Fwd Packet Length Min,Active Min,0.027933111954257194
Flow IAT Min,Max Packet Length,0.027885167699961896
FIN Flag Count,Active Max,0.02784443909600723
Bwd Packet Length Min,Subflow Fwd Bytes,0.027826417344681595
Total Length of Fwd Packets,Bwd Packet Length Min,0.02778943597787801
Flow IAT Min,Idle Mean,0.027629262230655847
Destination Port,Active Min,0.02759469405013423
ACK Flag Count,Active Mean,0.02757698500537437
Fwd Packet Length Max,ACK Flag Count,0.02735318152166081
Avg Bwd Segment Size,Active Std,0.027224559413228277
Bwd Packet Length Mean,Active Std,0.027224559413228277
Flow Packets/s,Idle Std,0.02721533432089186
Bwd Packet Length Max,Flow IAT Min,0.0270841921450396
Bwd Packets/s,Active Max,0.026988133771729112
Bwd IAT Std,URG Flag Count,0.02696090417794752
Fwd IAT Min,Init_Win_bytes_forward,0.026895455030106968
Fwd IAT Min,Fwd Packets/s,0.02665615267529718
Packet Length Std,Down/Up Ratio,0.026595989969312905
Subflow Fwd Bytes,Idle Std,0.02638312082181585
Total Length of Fwd Packets,Idle Std,0.026349977575324954
Bwd IAT Min,Fwd Packets/s,0.02625360222043467
Packet Length Std,Active Std,0.026159553767105957
Flow IAT Min,Idle Max,0.026103882842214526
Flow Bytes/s,Avg Bwd Segment Size,0.02606244251351541
Bwd Packet Length Mean,Flow Bytes/s,0.02606244251351541
Bwd IAT Mean,Init_Win_bytes_forward,0.0260102189347015
Flow Packets/s,Active Std,0.025995797995410574
SYN Flag Count,Idle Max,0.025936395672613657
Fwd PSH Flags,Idle Max,0.025936395672613657
URG Flag Count,Active Mean,0.02577520501660115
Fwd Packet Length Min,Bwd Packets/s,0.02551773467430298
Bwd Packets/s,Init_Win_bytes_forward,0.025408731589076645
RST Flag Count,PSH Flag Count,0.025298060981727814
PSH Flag Count,ECE Flag Count,0.02519556194502259
Bwd IAT Min,Init_Win_bytes_backward,0.025165048775534868
Down/Up Ratio,Active Min,0.02511131735627481
Flow Packets/s,Active Min,0.025108908900152653
Flow Duration,Flow Bytes/s,0.0250459513447996
Bwd IAT Min,Idle Std,0.024995392663170902
Fwd URG Flags,SYN Flag Count,0.02493837756106321
Fwd PSH Flags,Fwd URG Flags,0.024938377561063207
SYN Flag Count,CWE Flag Count,0.024938377561063207
Fwd PSH Flags,CWE Flag Count,0.024938377561063207
Fwd IAT Max,Subflow Fwd Bytes,0.024811994136216223
Fwd IAT Min,ACK Flag Count,0.024802839929347387
Total Length of Fwd Packets,Fwd IAT Max,0.024779269718396325
Flow IAT Max,Subflow Fwd Bytes,0.0247329700621281
Total Length of Bwd Packets,Active Max,0.024732599027714578
Subflow Bwd Bytes,Active Max,0.024730657443155966
Total Length of Fwd Packets,Flow IAT Max,0.024700348464703394
Fwd Packets/s,Idle Std,0.024683872417019904
Total Backward Packets,Packet Length Mean,0.02463857248622423
Packet Length Mean,Subflow Bwd Packets,0.02463857248622423
Flow Bytes/s,Fwd IAT Total,0.02457924576100522
Bwd Packet Length Std,Flow IAT Min,0.024381744531182137
Fwd IAT Min,Bwd IAT Std,0.024239919056282005
Bwd IAT Max,PSH Flag Count,0.02423136497559651
Total Fwd Packets,Packet Length Mean,0.024218525379319296
Packet Length Mean,Subflow Fwd Packets,0.024218525379319292
Flow IAT Std,Active Std,0.024078405259161644
Init_Win_bytes_forward,Idle Std,0.023989045388280394
Bwd Packet Length Max,Flow Bytes/s,0.023986136154306045
Subflow Fwd Bytes,Idle Max,0.02390748550787618
Total Length of Fwd Packets,Idle Max,0.023876006674309485
Bwd IAT Total,Subflow Fwd Packets,0.023771935667786265
Total Fwd Packets,Bwd IAT Total,0.023771935667786258
Destination Port,Flow IAT Min,0.023601793188886843
Fwd Packets/s,Active Std,0.02357806617466685
URG Flag Count,Idle Std,0.023537230270668327
Total Length of Bwd Packets,Packet Length Mean,0.023292920900629142
Packet Length Mean,Subflow Bwd Bytes,0.023292880928465362
Bwd IAT Total,Subflow Bwd Packets,0.02320020368203001
Total Backward Packets,Bwd IAT Total,0.02320020368203001
Fwd IAT Min,Down/Up Ratio,0.02311053988049863
Fwd IAT Std,SYN Flag Count,0.023090022070083538
Fwd IAT Std,Fwd PSH Flags,0.023090022070083538
Fwd IAT Min,FIN Flag Count,0.022958955886513466
Fwd Packets/s,Active Min,0.022775208183370366
Bwd IAT Min,Active Std,0.022750838447676176
Bwd Packets/s,Active Mean,0.02270998874588674
Bwd IAT Mean,PSH Flag Count,0.022704160853556057
FIN Flag Count,Active Mean,0.02253269874562258
Total Fwd Packets,Bwd Packet Length Max,0.022527806553913392
Bwd Packet Length Max,Subflow Fwd Packets,0.022527806553913392
Packet Length Variance,ACK Flag Count,0.022444846291855697
Bwd Packet Length Max,Subflow Bwd Packets,0.022322079456549494
Total Backward Packets,Bwd Packet Length Max,0.022322079456549494
Total Backward Packets,Average Packet Size,0.022271784931052217
Average Packet Size,Subflow Bwd Packets,0.022271784931052217
Bwd Packets/s,SYN Flag Count,0.021974388183697978
Fwd PSH Flags,Bwd Packets/s,0.021974388183697974
act_data_pkt_fwd,Active Max,0.021943456348029015
Average Packet Size,Subflow Fwd Packets,0.02184208049568812
Total Fwd Packets,Average Packet Size,0.02184208049568812
Total Length of Bwd Packets,Bwd Packet Length Max,0.021817910319233903
Bwd Packet Length Max,Subflow Bwd Bytes,0.021817897565114493
Bwd Packet Length Std,Flow Bytes/s,0.021727072354205332
Bwd IAT Mean,Packet Length Variance,0.021726974839838337
Total Fwd Packets,Max Packet Length,0.021710113400653396
Max Packet Length,Subflow Fwd Packets,0.021710113400653396
Bwd IAT Std,Down/Up Ratio,0.021635730390332814
Total Backward Packets,Max Packet Length,0.02144824169977786
Max Packet Length,Subflow Bwd Packets,0.02144824169977786
Bwd IAT Min,FIN Flag Count,0.021423916218056876
Fwd Packet Length Min,Flow IAT Mean,0.021393030542395115
Fwd IAT Min,Bwd Packets/s,0.021356076945391645
Flow Bytes/s,Flow IAT Max,0.021331813342022204
Fwd Packet Length Max,URG Flag Count,0.02122655757509017
Avg Bwd Segment Size,Subflow Bwd Packets,0.021224000640612778
Bwd Packet Length Mean,Subflow Bwd Packets,0.021224000640612778
Total Backward Packets,Bwd Packet Length Mean,0.021224000640612774
Total Backward Packets,Avg Bwd Segment Size,0.021224000640612774
Total Length of Bwd Packets,Average Packet Size,0.021142162108218166
Average Packet Size,Subflow Bwd Bytes,0.021142130993740665
Fwd IAT Std,Subflow Fwd Bytes,0.021099301934626523
Total Fwd Packets,Avg Bwd Segment Size,0.021099094201727897
Total Fwd Packets,Bwd Packet Length Mean,0.021099094201727897
Avg Bwd Segment Size,Subflow Fwd Packets,0.021099094201727897
Bwd Packet Length Mean,Subflow Fwd Packets,0.021099094201727897
Total Length of Fwd Packets,Fwd IAT Std,0.021070389780538528
Bwd IAT Min,Bwd Packets/s,0.021033477405127805
Init_Win_bytes_backward,Idle Std,0.020955824003495896
Flow Bytes/s,Fwd IAT Max,0.020942146536057978
RST Flag Count,Init_Win_bytes_forward,0.02072074069005613
Total Length of Bwd Packets,Max Packet Length,0.020698013021381106
Max Packet Length,Subflow Bwd Bytes,0.02069800389495364
ECE Flag Count,Init_Win_bytes_forward,0.020639612942761783
Flow Bytes/s,Flow IAT Std,0.02062380294937852
Bwd Packet Length Max,Subflow Fwd Bytes,0.020596797963694104
Total Length of Fwd Packets,Bwd Packet Length Max,0.020568480501991636
Flow Duration,Subflow Fwd Packets,0.020544392928776512
Flow Duration,Total Fwd Packets,0.020544392928776512
Total Length of Bwd Packets,Bwd Packet Length Mean,0.020533189013310197
Total Length of Bwd Packets,Avg Bwd Segment Size,0.020533189013310197
Bwd Packet Length Mean,Subflow Bwd Bytes,0.020533160573536813
Avg Bwd Segment Size,Subflow Bwd Bytes,0.020533160573536813
Flow IAT Min,Bwd IAT Total,0.020524899330347714
Subflow Fwd Bytes,Idle Mean,0.02048378792522315
Flow IAT Std,Flow IAT Min,0.02046472004656177
Total Length of Fwd Packets,Idle Mean,0.02045631731942164
FIN Flag Count,Active Std,0.02029249426305243
Flow Bytes/s,Idle Max,0.020276247406609035
Total Fwd Packets,Fwd IAT Total,0.020212965365304193
Fwd IAT Total,Subflow Fwd Packets,0.02021296536530419
Bwd Packet Length Min,Flow Bytes/s,0.02004679993677178
Flow Bytes/s,Idle Mean,0.019990673396613614
Flow IAT Min,Fwd IAT Std,0.019879028891572607
Flow Packets/s,Init_Win_bytes_backward,0.019856339406198607
Bwd Packets/s,Idle Std,0.019775594744521566
Down/Up Ratio,Avg Bwd Segment Size,0.019736059885027423
Bwd Packet Length Mean,Down/Up Ratio,0.01973605988502741
Flow Bytes/s,Bwd IAT Total,0.01953398772109187
Bwd Packet Length Max,ACK Flag Count,0.019426018532367688
Flow Duration,Total Backward Packets,0.019366837110705686
Flow Duration,Subflow Bwd Packets,0.019366837110705686
Flow Bytes/s,Idle Min,0.019244293248806305
Flow Bytes/s,Fwd IAT Std,0.019243574420573173
Total Backward Packets,Fwd IAT Total,0.019016657075317196
Fwd IAT Total,Subflow Bwd Packets,0.019016657075317196
Active Std,Idle Min,0.018987333207483997
Bwd IAT Total,act_data_pkt_fwd,0.0189631839200138
Total Length of Bwd Packets,Bwd IAT Total,0.018944949011860023
Bwd IAT Total,Subflow Bwd Bytes,0.018944530864444857
Flow IAT Mean,URG Flag Count,0.01892727102087282
Bwd Packets/s,Active Std,0.018887955523473533
Packet Length Mean,act_data_pkt_fwd,0.018734796616559905
Bwd Packets/s,Active Min,0.018235753929994533
Init_Win_bytes_backward,Active Max,0.01812904870480886
Bwd IAT Mean,Active Min,0.017915415899374537
Flow IAT Min,Packet Length Variance,0.017910592680475117
Bwd IAT Mean,Down/Up Ratio,0.01790222556354307
Fwd Packet Length Max,RST Flag Count,0.01771629996340442
Fwd Packet Length Max,ECE Flag Count,0.017697661320060214
Fwd IAT Mean,Fwd PSH Flags,0.017682779839114933
Fwd IAT Mean,SYN Flag Count,0.017682779839114933
Flow Duration,Fwd PSH Flags,0.017621784888210305
Flow Duration,SYN Flag Count,0.017621784888210305
FIN Flag Count,Active Min,0.017502589067086745
Fwd PSH Flags,Idle Std,0.017492210592383692
SYN Flag Count,Idle Std,0.017492210592383692
Flow IAT Mean,Active Std,0.017334007223261182
Fwd IAT Total,Fwd PSH Flags,0.01696119913312346
Fwd IAT Total,SYN Flag Count,0.01696119913312346
Average Packet Size,act_data_pkt_fwd,0.016892227448476307
Fwd URG Flags,URG Flag Count,0.01680588015892722
URG Flag Count,CWE Flag Count,0.01680588015892722
Bwd Packet Length Max,act_data_pkt_fwd,0.016562239133275848
Fwd URG Flags,Init_Win_bytes_forward,0.016517409261337716
CWE Flag Count,Init_Win_bytes_forward,0.016517409261337716
Subflow Fwd Bytes,Idle Min,0.016497001606435486
Total Length of Fwd Packets,Idle Min,0.016474522730021212
Flow Bytes/s,Flow IAT Mean,0.016424524481701466
Bwd Packet Length Mean,Subflow Fwd Bytes,0.016303285995475824
Avg Bwd Segment Size,Subflow Fwd Bytes,0.016303285995475824
Bwd IAT Max,Fwd PSH Flags,0.016289763321921977
Bwd IAT Max,SYN Flag Count,0.016289763321921977
Total Length of Fwd Packets,Avg Bwd Segment Size,0.016280631809127883
Total Length of Fwd Packets,Bwd Packet Length Mean,0.016280631809127883
Fwd Packet Length Min,URG Flag Count,0.016147492755011105
Bwd Packet Length Mean,act_data_pkt_fwd,0.01610711319151255
Avg Bwd Segment Size,act_data_pkt_fwd,0.01610711319151255
Max Packet Length,act_data_pkt_fwd,0.01604886659047173
Flow Duration,Total Length of Bwd Packets,0.015981105338100432
Flow Duration,Subflow Bwd Bytes,0.015980667544277922
Flow IAT Min,Bwd IAT Max,0.015926064695996542
Fwd Packet Length Std,Fwd PSH Flags,0.015874005281574163
Fwd Packet Length Std,SYN Flag Count,0.015874005281574163
FIN Flag Count,Down/Up Ratio,0.015868815205668692
Fwd Packet Length Max,Init_Win_bytes_backward,0.015837229523088702
Fwd Packet Length Max,Flow IAT Min,0.015747562092306308
Flow Duration,act_data_pkt_fwd,0.01570907881546561
Total Length of Bwd Packets,Fwd IAT Total,0.015665144256137832
Fwd IAT Total,Subflow Bwd Bytes,0.01566467626420357
Flow Bytes/s,Fwd IAT Mean,0.015502441411432503
Packet Length Variance,Active Max,0.015489923084863076
Flow Bytes/s,Bwd IAT Max,0.015452957914857303
Fwd IAT Total,act_data_pkt_fwd,0.015410109553011779
Bwd IAT Total,Init_Win_bytes_backward,0.015289539380479207
Flow Bytes/s,URG Flag Count,0.015278978297691552
Bwd IAT Mean,Avg Bwd Segment Size,0.015278842309193895
Bwd Packet Length Mean,Bwd IAT Mean,0.015278842309193887
Fwd Packet Length Mean,Init_Win_bytes_backward,0.01512269826994722
Avg Fwd Segment Size,Init_Win_bytes_backward,0.01512269826994722
Fwd Packet Length Mean,FIN Flag Count,0.015086411482632116
FIN Flag Count,Avg Fwd Segment Size,0.01508641148263211
Fwd Packet Length Min,Bwd IAT Mean,0.015034375142070797
Fwd Packet Length Std,Flow IAT Min,0.014718991399696539
Fwd Packet Length Std,RST Flag Count,0.014562190337665403
Fwd Packet Length Std,ECE Flag Count,0.014511535647079453
URG Flag Count,Active Min,0.01450598402382829
SYN Flag Count,URG Flag Count,0.014355641133041722
Fwd PSH Flags,URG Flag Count,0.014355641133041722
Flow IAT Min,Bwd IAT Std,0.014286846017112541
Fwd Packet Length Std,Init_Win_bytes_backward,0.014231190521851067
Init_Win_bytes_backward,Active Std,0.014067732844500845
Avg Fwd Segment Size,Avg Bwd Segment Size,0.014035455800225373
Fwd Packet Length Mean,Bwd Packet Length Mean,0.014035455800225373
Fwd Packet Length Mean,Avg Bwd Segment Size,0.014035455800225373
Bwd Packet Length Mean,Avg Fwd Segment Size,0.014035455800225366
Flow IAT Max,RST Flag Count,0.013991046835639929
Flow IAT Max,ECE Flag Count,0.01393146370729409
Flow IAT Min,Init_Win_bytes_backward,0.01390606943629969
Init_Win_bytes_backward,Active Mean,0.013845947036048517
Bwd Header Length,Subflow Bwd Packets,0.013766293031077247
Total Backward Packets,Bwd Header Length,0.013766293031077244
Bwd Header Length,Subflow Fwd Packets,0.01375050499087094
Total Fwd Packets,Bwd Header Length,0.013750504990870938
Total Length of Bwd Packets,Bwd Header Length,0.013691430874775876
Bwd Header Length,Subflow Bwd Bytes,0.013691356275067896
Bwd IAT Std,Bwd IAT Min,0.01365997056380812
Fwd IAT Min,Active Std,0.013520620378595628
Flow Bytes/s,Init_Win_bytes_forward,0.01347951189471954
Flow Bytes/s,Bwd IAT Std,0.01338357540618368
Flow Packets/s,Flow IAT Min,0.013248319294124242
Bwd IAT Min,Active Mean,0.013219761353871403
Fwd Packet Length Min,Fwd IAT Mean,0.013184489311700982
Flow IAT Std,SYN Flag Count,0.013141239147707649
Flow IAT Std,Fwd PSH Flags,0.013141239147707649
Fwd IAT Max,RST Flag Count,0.013031259864181537
Fwd Packet Length Mean,ECE Flag Count,0.012978754101172538
ECE Flag Count,Avg Fwd Segment Size,0.012978754101172538
Fwd IAT Max,ECE Flag Count,0.012974296090991311
RST Flag Count,Avg Fwd Segment Size,0.012867265445124685
Fwd Packet Length Mean,RST Flag Count,0.012867265445124685
Flow IAT Std,Subflow Fwd Bytes,0.012526081238431725
Total Length of Fwd Packets,Flow IAT Std,0.012508740763489255
Flow IAT Max,SYN Flag Count,0.012499027453882922
Flow IAT Max,Fwd PSH Flags,0.012499027453882922
Fwd IAT Max,Fwd PSH Flags,0.012446132490653952
Fwd IAT Max,SYN Flag Count,0.012446132490653952
Bwd IAT Std,Init_Win_bytes_forward,0.01239451272513043
Packet Length Variance,Active Std,0.012346838571388387
Flow Bytes/s,Init_Win_bytes_backward,0.012271813583656697
Flow IAT Min,Avg Fwd Segment Size,0.012137863579136597
Fwd Packet Length Mean,Flow IAT Min,0.012137863579136597
Bwd Header Length,act_data_pkt_fwd,0.01212670247943896
Flow IAT Min,Fwd Packets/s,0.012016236952781392
Flow Packets/s,Subflow Fwd Bytes,0.011936888876942628
Total Length of Fwd Packets,Flow Packets/s,0.011920994821605913
Down/Up Ratio,Subflow Fwd Bytes,0.011756738083141514
Total Length of Fwd Packets,Down/Up Ratio,0.011741946659918982
Fwd IAT Min,Active Max,0.011674293719748782
ACK Flag Count,Active Min,0.011661675536276353
Total Fwd Packets,Packet Length Std,0.011618331061047635
Packet Length Std,Subflow Fwd Packets,0.011618331061047633
Fwd Packet Length Mean,Fwd IAT Min,0.011616044265656593
Fwd IAT Min,Avg Fwd Segment Size,0.01161604426565659
Packet Length Std,ACK Flag Count,0.011546139651707485
Flow Bytes/s,Bwd IAT Mean,0.011480272276092322
Total Backward Packets,Packet Length Std,0.01147711030035567
Packet Length Std,Subflow Bwd Packets,0.01147711030035567
Bwd Packet Length Std,Active Std,0.0112661796422661
RST Flag Count,ACK Flag Count,0.011184087379192341
Flow IAT Min,Bwd IAT Mean,0.01109978148736154
ACK Flag Count,ECE Flag Count,0.011052550267587417
Packet Length Std,Subflow Bwd Bytes,0.011007216555057686
Total Length of Bwd Packets,Packet Length Std,0.011007150548506282
Min Packet Length,ECE Flag Count,0.010822232990137877
Min Packet Length,RST Flag Count,0.010804281227833272
Fwd IAT Std,RST Flag Count,0.010745395121055054
Fwd IAT Std,ECE Flag Count,0.010695688880664876
Fwd Packets/s,Subflow Fwd Bytes,0.010689235771866588
Total Length of Fwd Packets,Fwd Packets/s,0.01067500610851713
Fwd URG Flags,Fwd Packets/s,0.010408460399941966
Fwd Packets/s,CWE Flag Count,0.010408460399941966
Bwd Packet Length Min,ECE Flag Count,0.010044836033738987
Bwd Packet Length Min,RST Flag Count,0.010024958447755456
FIN Flag Count,Idle Std,0.010023427659240667
Packet Length Variance,Init_Win_bytes_forward,0.009963866114068291
Subflow Fwd Bytes,Init_Win_bytes_backward,0.009938142661145956
Flow IAT Min,Min Packet Length,0.009933753853297148
Total Length of Fwd Packets,Init_Win_bytes_backward,0.009924781701761068
Bwd Packets/s,FIN Flag Count,0.009865833544336877
Flow Packets/s,Fwd URG Flags,0.009836179578281637
Flow Packets/s,CWE Flag Count,0.009836179578281637
Init_Win_bytes_backward,Active Min,0.009820639034946952
Fwd Packet Length Std,FIN Flag Count,0.009745342345610074
Fwd IAT Min,URG Flag Count,0.009684283173687008
Flow IAT Min,Bwd Packets/s,0.00962555935910763
Destination Port,Subflow Fwd Bytes,0.009479804543179282
Fwd Packet Length Mean,Bwd IAT Min,0.009477771220556135
Bwd IAT Min,Avg Fwd Segment Size,0.009477771220556132
Destination Port,Total Length of Fwd Packets,0.009466488791786274
Bwd Packets/s,Subflow Fwd Bytes,0.009383990348344392
Total Length of Fwd Packets,Bwd Packets/s,0.009371479315521009
Flow IAT Std,RST Flag Count,0.00918880381668282
Flow IAT Std,ECE Flag Count,0.009140711999522502
Bwd IAT Min,Active Max,0.009132169953835569
Total Fwd Packets,Fwd Packet Length Max,0.009047438367883747
Fwd Packet Length Max,Subflow Fwd Packets,0.009047438367883747
Fwd IAT Mean,Active Std,0.009040061637330817
min_seg_size_forward,Active Mean,0.008783580903183288
Packet Length Std,act_data_pkt_fwd,0.008782908065073723
Flow IAT Min,FIN Flag Count,0.008746152943239636
Total Backward Packets,Fwd Packet Length Max,0.008742509076835513
Fwd Packet Length Max,Subflow Bwd Packets,0.008742509076835513
Fwd PSH Flags,Subflow Fwd Bytes,0.008648099783740489
SYN Flag Count,Subflow Fwd Bytes,0.008648099783740489
Total Length of Fwd Packets,Fwd PSH Flags,0.008641316088732807
Total Length of Fwd Packets,SYN Flag Count,0.008641316088732807
Bwd Packets/s,PSH Flag Count,0.008444737155230475
Fwd IAT Std,Bwd IAT Min,0.008427208337969384
Flow Bytes/s,Active Max,0.008402180436034773
Flow Bytes/s,Packet Length Std,0.008350424058590222
Flow Bytes/s,FIN Flag Count,0.008220848802910793
Subflow Fwd Packets,Active Std,0.008195764218031676
Total Fwd Packets,Active Std,0.008195764218031676
Bwd IAT Std,Fwd PSH Flags,0.0081844138599622
Bwd IAT Std,SYN Flag Count,0.0081844138599622
Flow Duration,RST Flag Count,0.008008296376763336
Packet Length Mean,RST Flag Count,0.007961998149121994
Flow Duration,ECE Flag Count,0.007956641403254774
Packet Length Mean,ECE Flag Count,0.007936239597065587
RST Flag Count,Active Std,0.007561567460569886
ECE Flag Count,Active Std,0.0075370363135762565
Bwd Packet Length Std,Subflow Fwd Bytes,0.007508725077623052
Total Length of Fwd Packets,Bwd Packet Length Std,0.007498116278553985
Fwd Packet Length Max,act_data_pkt_fwd,0.007324999879609802
min_seg_size_forward,Active Max,0.007288218620037113
Flow Bytes/s,Bwd Packets/s,0.0072192750803414
