,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd PSH Flags,0.23450339695778671,0.017621784888210305,0.0018746055407937697,0.0016679896386480675,0.008641316088732807,0.0016365919077972132,0.005366907655929874,0.09626581015503814,0.062316599876446846,0.015874005281574163,0.10111415978345832,0.0924505485819424,0.11051980360495457,0.09285375040102205,0.17199806854398697,0.2882260516976158,0.05205668899322274,0.013141239147707649,0.012499027453882922,0.0830749068565524,0.01696119913312346,0.017682779839114933,0.023090022070083538,0.012446132490653952,0.029665829036954618,0.0005828505908021,0.0421750316341286,0.0081844138599622,0.016289763321921977,0.04721946720723201,1.0,,0.024938377561063207,,0.0005791162592302116,0.0004385668383830156,0.30644304442150483,0.021974388183697974,0.09873553794906281,0.08426195045071384,0.07264054517905957,0.07773243945533885,0.060046220800010985,0.04149368192772626,1.0,0.0037608052960719485,0.14858294119221377,0.335943912810118,0.014355641133041722,0.024938377561063207,0.003545611898838303,0.1506181633106703,0.06635722575581712,0.06231659987644684,0.11051980360495459,0.0005791162592302116,,,,,,,0.0018746055407937697,0.008648099783740489,0.0016679896386480673,0.0016355306497584487,0.05232456179210351,0.04438198701984703,0.001985803889907534,0.0006162439063133784,0.003275153391388704,0.006736971189724937,0.002995583376136366,0.0019523717091375797,0.02963548472820287,0.017492210592383692,0.025936395672613657,0.03250667668629724
Bwd PSH Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd URG Flags,0.004435092173706243,0.0026796105778293627,5.988987397475902e-05,6.11682586046716e-05,0.00032822977041884003,4.3003383816518906e-05,0.001736012940219846,0.0017692947896637116,0.0018374485040952328,0.0014809422197028998,0.0027179977330981596,0.0033763247589552684,0.003052562030670314,0.0024314753783446453,0.0002955686172028123,0.009836179578281637,0.001755999627288316,0.0022050418775865477,0.002281066361748097,0.00032123098621172403,0.002629602225524705,0.0016573632175847998,0.002057463490286708,0.0022392750252837055,0.0007126211476992903,0.0020905409109840786,0.0012273734980278556,0.0014310679416325717,0.0016526479361364936,0.0007018675865269467,0.024938377561063207,,1.0,,1.3968430411236275e-05,9.453923991703898e-06,0.010408460399941966,0.0004949762004647961,0.003689148462258875,0.0028495362598960697,0.0033946785845160475,0.0028384091005365583,0.0017874117173083213,0.0010347851063122503,0.02493837756106321,9.37883824070857e-05,0.0007752975448480582,0.0038188342090196437,0.01680588015892722,1.0,9.39932917772326e-05,0.004250955091749594,0.0034828901984557776,0.0018374485040952334,0.0030525620306703144,1.3968430411236275e-05,,,,,,,5.988987397475902e-05,0.00032866823226568336,6.11682586046716e-05,4.3003063244377774e-05,0.016517409261337716,0.0014204702906273176,5.059113913208247e-05,1.543612327059407e-05,0.0007582094921649942,0.0006303505988421106,0.0009008637692156481,0.0006089266113657592,0.0021374895341210133,0.0006599040725802417,0.002168022071817114,0.002057684876410723
Bwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Header Length,0.0008063328384781615,0.0005829239773347625,0.0043925325808740374,0.004638933408358881,0.00015697882270097652,0.004621330828944125,0.0005749346561425889,0.001318324471347982,3.9833150003017226e-05,0.0005984893833799006,0.0012957545453616832,0.0007250222176683468,0.0013814871118901849,0.0011139728578357909,3.5747670553345125e-05,0.00018965964728884734,0.00023121218367051283,1.0533096437407717e-05,0.0004938169085901777,0.00013473654222330138,0.0006096563252873966,0.00020655935765749814,0.00018967064372501496,0.0005102975002687558,0.0002582371254502301,0.00015029554828346507,2.66453271744489e-05,0.0009415096968226438,0.0008409948192372257,0.00024643936927539156,0.0005791162592302116,,1.3968430411236275e-05,,1.0,0.4297115381829874,0.00026408133875047265,0.00033592845735027954,0.003372581641340871,0.0012803126221203557,0.0011314374809184144,0.0012768170917324833,0.000820324010696756,0.0004535449901119393,0.0005791162592302118,4.316916198215508e-05,0.0016904537975492107,0.001702011817377873,0.000827151515633531,1.3968430411236278e-05,4.3252776960389294e-05,0.001431373630903473,0.0011737090636384489,3.9833150003017226e-05,0.001381487111890185,1.0,,,,,,,0.0043925325808740374,0.00015709513984946626,0.004638933408358882,0.004621303563295973,0.0012887489781721025,0.0006279649908338543,0.003819912579358921,0.8599206179323567,0.005427133419354652,0.00604507589940037,0.0054847268838566,0.002781225070295232,0.00012381881034511372,0.002381406111930771,0.0005165789221671771,0.00021479825391518972
Bwd Header Length,0.0007683628351226185,0.001042208520859036,0.013750504990870938,0.013766293031077244,0.005022902949396201,0.013691430874775876,0.0006036612169413523,0.0006792776482552782,0.0002162698453319373,0.0004999554341372537,0.0011598105419521566,0.0006684917076934638,0.0011272095144643037,0.0008848205872829545,6.921405348479025e-05,0.00031988031857941055,0.0005350465104394242,0.0011345434319064592,0.0016307666115019507,8.60250558449596e-05,0.001066856056406744,0.0005673621204307637,0.0015137952347482747,0.0016442887114584395,0.00012119426866094193,0.0015442842495009517,0.0007875845398298979,0.002877887986741117,0.0028211965006401303,0.00011601562700642354,0.0004385668383830156,,9.453923991703898e-06,,0.4297115381829874,1.0,0.0003165930895464545,9.892953225038605e-05,0.0017819785491601005,0.0011920100666567796,0.0011903888151327646,0.0010646585419461208,0.0006594653537386183,0.00032329866093282086,0.0004385668383830156,3.3256695587520195e-05,0.001323850078986399,0.0012512597678420194,0.0005704366598406049,9.453923991703898e-06,3.330955536333827e-05,0.0006564176884491316,0.0011663899034359594,0.0002162698453319372,0.0011272095144643037,0.4297115381829874,,,,,,,0.01375050499087094,0.005029595954539364,0.013766293031077247,0.013691356275067896,0.0009994347720121523,0.0004514886730054696,0.01212670247943896,0.6793529792425188,0.006915526461481314,0.00419502634021229,0.005383595077230969,0.005662467914387165,0.001090164638741225,0.00455169861762622,0.0016771468930219396,0.0004667676741355078
Fwd Packets/s,0.3486280459833915,0.10023054822535965,0.0021469650807001,0.002243888174239181,0.01067500610851713,0.0015666782622538534,0.048951557355760074,0.04789764930889671,0.03546101770058512,0.02976972106012603,0.1013293834200287,0.1185742173451518,0.11323367816509923,0.09087482923269803,0.29957634478315626,0.980492576047129,0.06568380484343883,0.0824799935622885,0.08532364042202491,0.012016236952781392,0.09836010082244669,0.061994373878065015,0.07695984743573112,0.08376057286334697,0.02665615267529718,0.07819618054363298,0.04591023543730398,0.053529335130794234,0.06181744478732556,0.02625360222043467,0.30644304442150483,,0.010408460399941966,,0.00026408133875047265,0.0003165930895464545,1.0,0.1417279355566091,0.09622155522332344,0.10071500079942733,0.10091430237054183,0.09639223208994697,0.06482923735511158,0.0020305547751198272,0.30644304442150483,0.0035067615158062386,0.10246175098459195,0.24741193695005395,0.028949839240919335,0.010408460399941966,0.0035143287871151774,0.1659874374524512,0.09501903698298066,0.03546101770058512,0.11323367816509923,0.00026408133875047276,,,,,,,0.0021469650807001005,0.010689235771866588,0.002243888174239181,0.0015666655187354008,0.054398646483284976,0.03210865567525653,0.0016617877682993908,0.0003403068145845631,0.02835923574102518,0.02357806617466685,0.03369571065195711,0.022775208183370366,0.07995329841078434,0.024683872417019904,0.0810953750082678,0.07696818697836832
Bwd Packets/s,0.14469341440969233,0.08029463888419398,0.0016513930462896136,0.001366863897864616,0.009371479315521009,0.0010095424023627037,0.04931190964125301,0.02551773467430298,0.04586158412496508,0.04375718833974885,0.07933756952735088,0.05462829320560035,0.08565400809754153,0.07233667183395745,0.0072192750803414,0.32336534875476747,0.052621548921903655,0.06607877450205671,0.06835601013222409,0.00962555935910763,0.07879692046755765,0.049667509666667706,0.06165690490797051,0.06710467009690621,0.021356076945391645,0.06264117285080067,0.036781276964704145,0.04288460524988699,0.04952364024949067,0.021033477405127805,0.021974388183697974,,0.0004949762004647961,,0.00033592845735027954,9.892953225038605e-05,0.1417279355566091,1.0,0.05459501005465451,0.08315555714093392,0.09353045543407387,0.08259048709033807,0.05316837153810512,0.009865833544336877,0.021974388183697978,0.002804196234621535,0.008444737155230475,0.08918544689782718,0.1508544029367383,0.0004949762004647959,0.002808400077772224,0.10080843711471463,0.09467983293104519,0.04586158412496508,0.08565400809754153,0.00033592845735027954,,,,,,,0.0016513930462896136,0.009383990348344392,0.001366863897864616,0.0010095273764149874,0.025408731589076645,0.059515874008335835,0.001215422579870911,0.0003324815292829016,0.02270998874588674,0.018887955523473533,0.026988133771729112,0.018235753929994533,0.06405481236143379,0.019775594744521566,0.06496979624504258,0.06166328171330446
Min Packet Length,0.2536969856681044,0.24611126507411335,0.006762981097194232,0.006129563738229382,0.028357906726906378,0.0048830413190543,0.14542944722676743,0.442694709422108,0.00694165541132133,0.16732093058510694,0.2734676671141478,0.717673937260873,0.22620828021936654,0.27837374862473985,0.002215234098690062,0.10182436858155282,0.043591917864601794,0.12764132712580775,0.18033903993799952,0.009933753853297148,0.24148698216015013,0.006194112960942082,0.21860308026377168,0.17718137317587804,0.10959469473022641,0.17590093891717026,0.04192538928430913,0.14026903487580422,0.08563693386091359,0.10320152605853972,0.09873553794906281,,0.003689148462258875,,0.003372581641340871,0.0017819785491601005,0.09622155522332344,0.05459501005465451,1.0,0.28630785820748517,0.21382264718596103,0.2838999161482614,0.20339609506405545,0.11374897516420013,0.09873553794906285,0.010804281227833272,0.4214148469056361,0.3663751394431958,0.16946655648444656,0.0036891484622588746,0.010822232990137877,0.2013710953801649,0.1844294036554155,0.006941655411321337,0.22620828021936654,0.003372581641340871,,,,,,,0.006762981097194232,0.028395606099686978,0.006129563738229382,0.0048830044672330975,0.30875942216954844,0.1539472137174972,0.004789454817824957,0.0031750249345730733,0.07544606944337102,0.06894959953060495,0.09494955370539154,0.05863128768296839,0.1695157975790834,0.06619182785589024,0.17394784503567653,0.16089869883715366
Max Packet Length,0.14542505475373085,0.5004502398552759,0.021710113400653396,0.02144824169977786,0.07464163691923277,0.020698013021381106,0.37912868551713874,0.11515424704309647,0.28706935007404116,0.3733250371947212,0.9471210572710588,0.25642659957183384,0.9029253122769568,0.9313478960122822,0.006842025445539677,0.11149833620975161,0.219967807470445,0.48680399282632186,0.5864284240967539,0.027885167699961896,0.4968579624635084,0.2143830111267675,0.6198099214226297,0.5844604356294655,0.056653516973393436,0.24837489058164433,0.04910644287105293,0.3348481172894366,0.2871333187786262,0.055268676810013274,0.08426195045071384,,0.0028495362598960697,,0.0012803126221203557,0.0011920100666567796,0.10071500079942733,0.08315555714093392,0.28630785820748517,1.0,0.9163841091525898,0.9840065995871545,0.8951255723333691,0.23058777425016394,0.08426195045071384,0.005078054304783364,0.2588865208075337,0.0004844877575907093,0.12457800198979163,0.00284953625989607,0.0050455893518898225,0.04833147642906737,0.9116022957398678,0.28706935007404105,0.9029253122769568,0.0012803126221203555,,,,,,,0.021710113400653396,0.07474258760165862,0.02144824169977786,0.02069800389495364,0.1108019241126538,0.06105208926823142,0.01604886659047173,0.0012724937644056254,0.09182178943644678,0.04054785569926929,0.08853138246387365,0.09003711079466169,0.5765742094098449,0.22170501797158798,0.5887341097506369,0.550976415269267
Packet Length Mean,0.17327658282806138,0.4160678680437259,0.024218525379319296,0.02463857248622423,0.08121869528953594,0.023292920900629142,0.33018852098273604,0.05630852545255403,0.29702237017932476,0.3256249865259301,0.8788578688829434,0.18824510873760095,0.9207715339558611,0.849176411626576,0.05284180969553148,0.11360610508454666,0.17135513607393466,0.4082486001997674,0.5026888467430639,0.02999577243766341,0.4118534873278908,0.1761602725682913,0.5283527174999504,0.49878502926926216,0.05084632724140052,0.20460996957682578,0.033400424256364664,0.28617077049114115,0.2542134112025954,0.048085345417639015,0.07264054517905957,,0.0033946785845160475,,0.0011314374809184144,0.0011903888151327646,0.10091430237054183,0.09353045543407387,0.21382264718596103,0.9163841091525898,1.0,0.9426137733745139,0.8054151554045363,0.21331725471230625,0.07264054517905956,0.007961998149121994,0.2892944340664564,0.07954154633214491,0.1631878596641296,0.0033946785845160466,0.007936239597065587,0.034464511227463274,0.9978220426502725,0.29702237017932476,0.9207715339558611,0.0011314374809184144,,,,,,,0.024218525379319292,0.08132626611723323,0.02463857248622423,0.023292880928465362,0.13109793346841753,0.07791380010967788,0.018734796616559905,0.0011241873293631693,0.08491212510040913,0.05381216834489524,0.09070685563736312,0.07660133803472186,0.4983594704623519,0.1514179450105112,0.5035584510742638,0.4819324782688086
Packet Length Std,0.14143668021752046,0.44401522592198683,0.011618331061047635,0.01147711030035567,0.05719249881786867,0.011007150548506282,0.3419981154790407,0.1023938122664936,0.2790283824439373,0.35234628535189,0.9386123378609225,0.24406498968617263,0.9180915464771472,0.9414235534987382,0.008350424058590222,0.1072702803195264,0.20180629737422426,0.4552008417047174,0.5467723619669075,0.02822739724475312,0.4404207853592324,0.1974812742548402,0.5831951640364355,0.5442395721845615,0.0568766194819092,0.2018142219285172,0.03960405162816189,0.3103492213008124,0.2604147050102608,0.055198744298971196,0.07773243945533885,,0.0028384091005365583,,0.0012768170917324833,0.0010646585419461208,0.09639223208994697,0.08259048709033807,0.2838999161482614,0.9840065995871545,0.9426137733745139,1.0,0.9249376534501326,0.22520981666100098,0.07773243945533885,0.004899124045133166,0.26748004867928155,0.011546139651707485,0.12720568452423037,0.0028384091005365583,0.004876500767140213,0.026595989969312905,0.9430665347957611,0.2790283824439373,0.9180915464771472,0.0012768170917324833,,,,,,,0.011618331061047633,0.057269393360071065,0.01147711030035567,0.011007216555057686,0.10395339391582016,0.06451885593006028,0.008782908065073723,0.0013137058071814737,0.07363311878600162,0.026159553767105957,0.06668460727817566,0.07475340526250114,0.538095436952456,0.20076113561009842,0.548611321821656,0.5153066730622896
Packet Length Variance,0.07874155398100989,0.2709536213374461,0.005111102790954477,0.00508435944833626,0.033708736699436054,0.005715694300566878,0.25256820226967436,0.08851098479321182,0.21137149855600085,0.27769245426641465,0.8518607987185212,0.18611866420301182,0.7930752557760551,0.8902511110058955,0.003544147652038905,0.07170544625957953,0.15079579942286592,0.3352933366906712,0.3945699760914366,0.017910592680475117,0.2694114743205591,0.1446994905007029,0.4278904182118394,0.39325215113166917,0.0395787536429342,0.07710364581586915,0.021726974839838337,0.21065686895348196,0.16810294172429405,0.038972149982063796,0.060046220800010985,,0.0017874117173083213,,0.000820324010696756,0.0006594653537386183,0.06482923735511158,0.05316837153810512,0.20339609506405545,0.8951255723333691,0.8054151554045363,0.9249376534501326,1.0,0.17400773608478118,0.060046220800010985,0.0018525405973341025,0.15649686238848598,0.022444846291855697,0.07603432318782846,0.001787411717308322,0.0018682411372477649,0.001545097686281913,0.8166684288619035,0.21137149855600085,0.7930752557760551,0.000820324010696756,,,,,,,0.005111102790954476,0.033754460507421764,0.005084359448336261,0.00571583771550714,0.009963866114068291,0.05767580451770025,0.003932650683880161,0.0008561908057840894,0.036302135115090485,0.012346838571388387,0.015489923084863076,0.04610705760400604,0.38636364936988205,0.16812482860978328,0.3970864930873467,0.36717209520648986
FIN Flag Count,0.03828894374219819,0.21793225897076854,0.0013515253121803954,0.0011958815868046892,0.005915497213258521,0.0008321078020405811,0.003211741736530998,0.051614007689343266,0.015086411482632116,0.009745342345610074,0.24789243666391642,0.10136254003934791,0.21619199927890792,0.2309732076535066,0.008220848802910793,0.0006445303992666618,0.14657561753327453,0.30163543337575216,0.34104540822612894,0.008746152943239636,0.21958792602163124,0.17863346380507766,0.41965086261853,0.34080033647575064,0.022958955886513466,0.2472971812875475,0.13601956659633674,0.5464654098098076,0.4712835157197414,0.021423916218056876,0.04149368192772626,,0.0010347851063122503,,0.0004535449901119393,0.00032329866093282086,0.0020305547751198272,0.009865833544336877,0.11374897516420013,0.23058777425016394,0.21331725471230625,0.22520981666100098,0.17400773608478118,1.0,0.04149368192772627,0.003030539273045425,0.11979334207606647,0.09292641147271218,0.06157280050355161,0.0010347851063122503,0.002900918329699852,0.015868815205668692,0.20962169570306852,0.01508641148263211,0.21619199927890795,0.0004535449901119393,,,,,,,0.0013515253121803954,0.0059233089612869124,0.0011958815868046897,0.0008320898646956775,0.09103193618949228,0.0331536223800474,0.0010779670681317706,0.0004956136522473771,0.02253269874562258,0.02029249426305243,0.02784443909600723,0.017502589067086745,0.3549490924305099,0.010023427659240667,0.34545656725808976,0.3577076003565054
SYN Flag Count,0.23450339695778671,0.017621784888210305,0.0018746055407937697,0.0016679896386480675,0.008641316088732807,0.0016365919077972132,0.005366907655929874,0.09626581015503814,0.062316599876446846,0.015874005281574163,0.10111415978345832,0.0924505485819424,0.11051980360495457,0.09285375040102205,0.17199806854398697,0.2882260516976158,0.05205668899322274,0.013141239147707649,0.012499027453882922,0.0830749068565524,0.01696119913312346,0.017682779839114933,0.023090022070083538,0.012446132490653952,0.029665829036954618,0.0005828505908021,0.0421750316341286,0.0081844138599622,0.016289763321921977,0.04721946720723201,1.0,,0.02493837756106321,,0.0005791162592302118,0.0004385668383830156,0.30644304442150483,0.021974388183697978,0.09873553794906285,0.08426195045071384,0.07264054517905956,0.07773243945533885,0.060046220800010985,0.04149368192772627,1.0,0.0037608052960719485,0.14858294119221377,0.335943912810118,0.014355641133041722,0.024938377561063207,0.003545611898838303,0.1506181633106703,0.06635722575581712,0.06231659987644684,0.11051980360495459,0.0005791162592302116,,,,,,,0.0018746055407937697,0.008648099783740489,0.0016679896386480673,0.0016355306497584487,0.05232456179210351,0.04438198701984703,0.001985803889907534,0.0006162439063133784,0.003275153391388704,0.006736971189724937,0.002995583376136366,0.0019523717091375797,0.02963548472820287,0.017492210592383692,0.025936395672613657,0.03250667668629724
RST Flag Count,0.00720128842477181,0.008008296376763336,0.00033684987013108433,0.00021221577488984812,0.004455010110747402,0.0001186807195672569,0.01771629996340442,0.005181672323038944,0.012867265445124685,0.014562190337665403,0.004683567838841403,0.010024958447755456,0.005542674743234676,0.004540281368595773,0.0008693108048785677,0.0038654059859635718,0.0025075112771427103,0.00918880381668282,0.013991046835639929,0.0009408120834176563,0.007057066320974247,0.001163047620375159,0.010745395121055054,0.013031259864181537,0.0020864418276704795,0.004202373562682087,0.003014753177724631,0.0025548019680704487,0.0028322606062052423,0.0020545669894406512,0.0037608052960719485,,9.37883824070857e-05,,4.316916198215508e-05,3.3256695587520195e-05,0.0035067615158062386,0.002804196234621535,0.010804281227833272,0.005078054304783364,0.007961998149121994,0.004899124045133166,0.0018525405973341025,0.003030539273045425,0.0037608052960719485,1.0,0.025298060981727814,0.011184087379192341,0.005580688516171726,9.378838240708572e-05,0.9978199575067787,0.006735581427367329,0.007159716664190821,0.012867265445124685,0.005542674743234677,4.316916198215508e-05,,,,,,,0.00033684987013108433,0.004461065671281424,0.00021221577488984806,0.00011868498426749965,0.02072074069005613,0.001957121381325873,0.00039228788544908694,4.4930032577458985e-05,0.003073776228779491,0.007561567460569886,0.0034392375261377895,0.00028748926463412737,0.005423466908929355,0.00041269602048569923,0.005297890141055132,0.005385937136746784
PSH Flag Count,0.22091007797937454,0.17748134297076423,0.007011269088871095,0.006445593195494993,0.044398014187194135,0.003758480987480542,0.22436223436823519,0.20244868528008494,0.09059923564617234,0.19743356946125537,0.2510200006968442,0.38638348505330966,0.2283980049788015,0.2348636987992873,0.03231869150915413,0.09904666174435219,0.06724795533490716,0.08708616992905358,0.07436540712332708,0.03432889213185032,0.16860768033374798,0.08055507990100559,0.0710224295135268,0.0793356346874439,0.07987267356207794,0.27468722788516703,0.022704160853556057,0.0467308308107942,0.02423136497559651,0.07134839061451687,0.14858294119221377,,0.0007752975448480582,,0.0016904537975492107,0.001323850078986399,0.10246175098459195,0.008444737155230475,0.4214148469056361,0.2588865208075337,0.2892944340664564,0.26748004867928155,0.15649686238848598,0.11979334207606647,0.14858294119221377,0.025298060981727814,1.0,0.4395878255495497,0.2205426197575859,0.0007752975448480576,0.02519556194502259,0.09353523540461413,0.2723872407127827,0.09059923564617232,0.2283980049788015,0.0016904537975492107,,,,,,,0.007011269088871094,0.04445891076650583,0.006445593195494995,0.003759149235477087,0.5724297345389676,0.1017076671149631,0.004531339276517558,0.0017790490928081553,0.11845680638298667,0.1296618209866149,0.1641167938897867,0.08856417997584137,0.08904343260516498,0.028713658171779063,0.08921106139142838,0.0882567266994729
ACK Flag Count,0.5865774858321618,0.03270402884043472,0.0013681450996539143,0.001197944866557481,0.003635622773545404,0.002336633869950234,0.02735318152166081,0.10611376311240284,0.006089545840963736,0.0058312761592300595,0.019426018532367688,0.3733909971718463,0.0364799155442254,0.007152783144430382,0.05871286263685391,0.25214784496519804,0.09496402707229944,0.12254619757430484,0.16134567217003193,0.07408000663093059,0.035167607799806704,0.03344740045881235,0.16694266021298967,0.16223316493098514,0.024802839929347387,0.1589839879113943,0.07781126566981242,0.09275997499511174,0.10367551283388363,0.04032794465756782,0.335943912810118,,0.0038188342090196437,,0.001702011817377873,0.0012512597678420194,0.24741193695005395,0.08918544689782718,0.3663751394431958,0.0004844877575907093,0.07954154633214491,0.011546139651707485,0.022444846291855697,0.09292641147271218,0.335943912810118,0.011184087379192341,0.4395878255495497,1.0,0.49875634255974716,0.0038188342090196437,0.011052550267587417,0.17072933435433865,0.08656204510102573,0.0060895458409637344,0.036479915544225396,0.0017020118173778733,,,,,,,0.0013681450996539137,0.0036422059663243026,0.00119794486655748,0.0023359220800927252,0.14666829200808804,0.10640328616901523,0.0016002455889063095,0.001832211113697734,0.02757698500537437,0.05376677805851935,0.05435901398076785,0.011661675536276353,0.1520703348364492,0.10197190648932017,0.16086325294098758,0.14020088167825437
URG Flag Count,0.5249248808112807,0.11835147615332241,0.0038176855128942283,0.003173384834534881,0.005221564560315705,0.0025572917206727473,0.02122655757509017,0.016147492755011105,0.05023096049276172,0.03608553963815818,0.1605781302940437,0.19297500968063197,0.17962125669556414,0.14362218940898722,0.015278978297691552,0.0008654993533757587,0.01892727102087282,0.09430052013162513,0.08235390805218201,0.07996779332397083,0.11983968609399212,0.049182782262464655,0.07933778885247215,0.08361723730912163,0.009684283173687008,0.08715616943378378,0.056714232716244914,0.02696090417794752,0.03986888759748732,0.041709283642747993,0.014355641133041722,,0.01680588015892722,,0.000827151515633531,0.0005704366598406049,0.028949839240919335,0.1508544029367383,0.16946655648444656,0.12457800198979163,0.1631878596641296,0.12720568452423037,0.07603432318782846,0.06157280050355161,0.014355641133041722,0.005580688516171726,0.2205426197575859,0.49875634255974716,1.0,0.01680588015892722,0.005592881234923273,0.2826464805237546,0.16686213152993692,0.05023096049276172,0.17962125669556414,0.000827151515633531,,,,,,,0.0038176855128942283,0.00522826394631125,0.003173384834534881,0.0025572726247655,0.08547349706989683,0.20006835964721342,0.002907799170878476,0.000914361495651885,0.02577520501660115,0.03750375098322203,0.04136924118378337,0.01450598402382829,0.09305812073866702,0.023537230270668327,0.08744372474603637,0.09675115057569653
CWE Flag Count,0.004435092173706243,0.0026796105778293627,5.988987397475902e-05,6.11682586046716e-05,0.00032822977041884003,4.3003383816518906e-05,0.001736012940219846,0.0017692947896637116,0.0018374485040952328,0.0014809422197028998,0.0027179977330981596,0.0033763247589552684,0.003052562030670314,0.0024314753783446453,0.0002955686172028123,0.009836179578281637,0.001755999627288316,0.0022050418775865477,0.002281066361748097,0.00032123098621172403,0.002629602225524705,0.0016573632175847998,0.002057463490286708,0.0022392750252837055,0.0007126211476992903,0.0020905409109840786,0.0012273734980278556,0.0014310679416325717,0.0016526479361364936,0.0007018675865269467,0.024938377561063207,,1.0,,1.3968430411236278e-05,9.453923991703898e-06,0.010408460399941966,0.0004949762004647959,0.0036891484622588746,0.00284953625989607,0.0033946785845160466,0.0028384091005365583,0.001787411717308322,0.0010347851063122503,0.024938377561063207,9.378838240708572e-05,0.0007752975448480576,0.0038188342090196437,0.01680588015892722,1.0,9.39932917772326e-05,0.004250955091749594,0.0034828901984557776,0.0018374485040952334,0.0030525620306703144,1.3968430411236275e-05,,,,,,,5.988987397475902e-05,0.00032866823226568336,6.11682586046716e-05,4.3003063244377774e-05,0.016517409261337716,0.0014204702906273176,5.059113913208247e-05,1.543612327059407e-05,0.0007582094921649942,0.0006303505988421106,0.0009008637692156481,0.0006089266113657592,0.0021374895341210133,0.0006599040725802417,0.002168022071817114,0.002057684876410723
ECE Flag Count,0.007111808384459533,0.007956641403254774,0.00033529806656366977,0.00021116326071902295,0.004444132224894487,0.00011787365080896687,0.017697661320060214,0.0046680910591639455,0.012978754101172538,0.014511535647079453,0.004639926558806936,0.010044836033738987,0.0054927530993877935,0.004500760174098636,0.0008707487365069258,0.0038733994661537046,0.002479742675798695,0.009140711999522502,0.01393146370729409,0.0009428672899636862,0.007008118710205494,0.0011394525507637794,0.010695688880664876,0.012974296090991311,0.002090870687013262,0.004219928654620612,0.0030238645572321777,0.0025675109335080355,0.002847201519644364,0.0020590600392989995,0.003545611898838303,,9.39932917772326e-05,,4.3252776960389294e-05,3.330955536333827e-05,0.0035143287871151774,0.002808400077772224,0.010822232990137877,0.0050455893518898225,0.007936239597065587,0.004876500767140213,0.0018682411372477649,0.002900918329699852,0.003545611898838303,0.9978199575067787,0.02519556194502259,0.011052550267587417,0.005592881234923273,9.39932917772326e-05,1.0,0.006516853689755286,0.007138322182465236,0.012978754101172538,0.0054927530993877935,4.3252776960389294e-05,,,,,,,0.00033529806656366977,0.00445017308516134,0.00021116326071902297,0.00011787791032867664,0.020639612942761783,0.0019621126073638352,0.0003908221973393416,4.502865417978519e-05,0.003057389284082882,0.0075370363135762565,0.003420231223926045,0.0002946447507316991,0.005438966429098231,0.00042023017566937017,0.005314053469114721,0.005400498551348115
